"serial","儲存日期","序號","主旨","提問日期","答覆內容"
"718","0000-00-00 00:00:00","23628","“各國文學複分表”複分類目順序“中國文學”不一致","2010-01-01","<<中圖法>>“各國文學複分表”的複分類目順序，與“中國文學”類目的順序有不一致之處，似乎未必盡然。其實中國文學的類目，本來就是配合“各國文學複分表”而編訂的，不信請參看下列對照表，便可思過半矣。 各 國 文 學 複 分 中 國 文 學 類 目 備考 ───────────────────────── 2 文藝批評 821-829 中國文學論 3 總集830 中國文學總集 4 別集 840 中國文學別集 5 特種文藝 850 中國特種文學 51 詩 851 中國詩 55 戲劇 - 57 小說 857 中國小說 58 民間文學 858 中國民間文學 59 兒童文學 859 中國兒童文學 6 雜著 856 中國函牘及雜著 8 地方文藝 - 9 文學史 820.9 中國文學史 ──────────────────────── 上列除少數中國文學類目外，大多數中國文學的類目，在其號碼結構上與“各國文學複表”具有很明顯的“同構性”。不知這樣的答案， 貴館是否滿意? """
"719","0000-00-00 00:00:00","23629","專業單位文獻分類與組織問題： (一) 敝單位係屬農業工程領域之小型專業圖書資料室，藏書中約有2∕3為農業工程相關研究報告，至今仍陸續增加中。對於這些研究報告，目前我們是以研究報告執行單位加以劃分，並按年度及冊次組織排列之，這種方法是否可行？ (二) 由於收集的資料都是研究報告，因此複本很多，應如何管理才比較適宜？是否有相關實例或書籍可資參考？ (三) 敝本單位所收集的圖書中西文都有，因此分類規範工具採《杜威十進分類法》，請問是否有《杜威十進分類法》與《中國圖書分類法》對照表可資參考檢閱？另外是否...","2010-01-01","問題一： 對於同一學科領域中之研究報告，以研究報告執行單位加以劃分，並按年度及冊次組織排列之，應是可行辦法之一。如此可省卻分編工作的人力、物力和時間。其實，以筆畫對文獻或資料加以劃分聚集，由表面觀之，好像未曾分類，然深究之實已包含分類含意在內了。我們可以這樣理解：它是未明示名稱的隱含類目。以貴單位做法為例，其實就相當於先按農業工程類加以集中，然後再按執行單位名稱筆畫序排列。採用筆畫作為劃分並組織文獻的依據，就本人所知，還有國立中山大學海洋地質及化學研究所圖書室，只是他們是以著者筆畫來劃分並組織其收藏相關資料而已。但就所依據之原理原則而言，基本上應與貴單位相通。 問題二： 文獻單位收藏過多之複本，的確造成作業上的量增及管理上的困難（例如佔用了收藏空間）。針對這一點，本人建議，可事先訂定複本數限制原則，例如最高複本數不超過2本或3本，以此來控制複本數。其次，可與相關單位訂定交換或贈送辦法，加以消減複本數量。 問題三： 非常抱歉，就本人所知，臺灣地區似乎未有有關《杜威十進分類法》與《中國圖書分類法》對照表可資參考檢閱的資料。 至於分類進修課程，倒有中國圖書館學會分編委員會每年暑期舉辦之分編進修課程可資利用。茲鈔錄中國圖書學會有關通訊資料如下： 地址：100-01臺北市中山南路20號（國家圖書館內） 電話：(02) 2331-2475；(02) 2361-9132轉184或185 傳真：(02) 2370-0899"
"720","0000-00-00 00:00:00","23630","待編文獻如已標明屆次或從序、編例、前言等可查知採每年定期連續出版方式之會議論文集，","2010-01-01","待編文獻如已標明屆次或從序、編例、前言等可查知採每年定期連續出版方式之會議論文集，是否可採整套著錄方式（或待續著錄方式）編目；否則，則採分散著錄方式（即單本著錄方式）編目？ 決議： ‧待編文獻如已標明屆次，或從序、編例、前言等可查知採連續出版方式，採待續著錄法 ‧待編文獻雖有屆次但層次較複雜，或只標明年代但未知是否採連續出版方式之會議紀錄或論文集，採分散著錄法 ‧本館入藏文獻如已採分散著錄之連續出版品，不必刻意再進行合併處理 ‧在適用本決議之際，請檢閱本組已發布之相關規範（編2006-009） 有關“連續性出版品（非期刊形式）著錄範例”，請參閱附件一。 【附件一】 連續性出版品（非期刊形式）著錄範例 【整套著錄法】  屆次或年代著錄於欄位207 文獻  中華民國第九屆西班牙語教學、文化與翻譯研討會論文集 著錄  中華民國 … 西班牙語教學、文化與翻譯研討會論文集. 第一屆至第 xx 屆 文獻  2008臺灣商管理論與實務研討會論文集 著錄  臺灣商管理論與實務研討會論文集. 2008- ※【說明】序言中已敘明每年輪流由遠東科技大學商管學院各系承辦 文獻  勞動情勢統計要覽  民國九十七年版 著錄  勞動情勢統計要覽. 民國九十七年版 ※【說明】本要覽係由行政院勞工委員會編印出版，從經驗可判斷會繼續且穩定出版下去，故採整套著錄法 【分散著錄法】  屆次或年代著錄於書名及著者敘述項之編次位置 文獻  2008年美容科學研討會論文集 著錄  美容科學研討會論文集. 2008年 文獻  2002年遠距教育學術研討會論文集 著錄  遠距教育學術研討會論文集. 2002年 文獻  第二屆臺北公共藝術節  迪化街污水處理廠公共藝術 著錄  臺北公共藝術節. 第二屆, 迪化街污水處理廠公共藝術 ※【說明】待編文獻雖標明屆次，惟每屆之主題不同，為了揭示各屆主題深度，故採分散著錄法 文獻 書名頁  2006高分子聯合會議 第廿九屆高分子研討會 九十四年度高分子學會年會 九十四年度分子學門研究成果發表會 封  面  2006高分子聯合會議 第廿九屆高分子研討會論文專輯 書  背  第廿九屆高分子研討會論文專輯 著錄  高分子研討會論文專輯. 第廿九屆 附註：2006高分子聯合會議 … ※【說明】待編文獻雖標明屆次，惟層次較複雜，故仍採分散著錄法"
"721","0000-00-00 00:00:00","23631","有關檢索標目詞“香港”，著錄時欄位7__應標引為“香港”，抑或標引為“香港特別行政區”？又前述標引方式是否有年代斷限的問題？","2010-01-01","有關香港行政機關標目之標引，著錄時依文獻出版年代為準加以標引之。凡1997年6月30日以前出版者標引為“香港”，凡1997年7月1日以後出版者則標引 為“香港特別行政區”。同時為求類聚相關文獻起見，先後標引之兩標目間建立參見關係。 名稱中雖含有“香港”或“澳門”字樣者，但實為名稱之一部分，例如“香港中文大學”、“香港大學”、“澳門大學”、“澳門科技大學”等，則不在此限，仍以原名稱標引之。 另外，有關澳門行政機關標目之標引，仿香港例標引之。即凡1999年12月19日以前出版者標引為“澳門”，凡1999年12月20日以後出版者標引為“澳門特別行政區”。"
"722","0000-00-00 00:00:00","23632","Dumas, Alexandre取號為D891,但發現館藏中有大仲馬跟小仲馬的差別,該如何在作者號上做區別?!","2011-01-14","沒有規範一定要怎麼做, 要區分或不要區分, 政策可依各館自定, 在國圖來說是不分的. 在國圖, 大小仲馬都用D891, 而後用abc...區別, 如第一本作者為大仲馬, TX349 D891, 第二本進館的書即使是小仲馬也是用D891, 若是同類號就用TX349 D891a 請卓參"
"723","0000-00-00 00:00:00","23633","本館的西文圖書作者號是依照中文圖書分類法附錄所載之羅馬字母號碼表""取碼. 假若作者是一個單位而非人名----好比""CENTRE BOUDDHIQUE INTERNATIONAL""(法文) 該怎麼取足4碼呢?或該如何取號呢? 謝謝回覆""","2011-01-14","與取個人作者號沒什麼不同 . 如您舉的例子, 查CENTRE, 在科特表中的對應數即可, 不一定需要取足4碼. 請卓參"
"724","0000-00-00 00:00:00","23634","請問《城市之窗：三重市文學獎全集》（ISBN 978-986-01-6715-3）預行編目之分類號為“830.86”，號碼中之“.86”是以哪一個複分表複分的？","2011-01-14","《城市之窗：三重市文學獎全集》（ISBN 978-986-01-6715-3）預行編目之分類號為“830.86”。號碼中之“.86”是依據《中文圖書分類法》（2007年版）之“中國時代表”加以複分的，表示係指民國34年以後的作家。"
"725","0000-00-00 00:00:00","23635","本館待編文獻，按「國家圖書館書目記錄編目語文認定原則」認定作品為日文圖書，但其版權頁同時有原日文版權頁及中文代理之版權頁，其著錄依據應以何者為是，敬請給予解答，謝謝！","2011-01-14","若版權頁同時有原日文版權頁及中文代理之版權頁，其著錄依據應以中文代理之版權頁為主要著錄依據 , 若兩者資料有出入時, 將原文版權頁內容於附註項說明。"
"726","0000-00-00 00:00:00","23636","請問目前是否有統一的英文名譯成中文名之參考工具或資料庫等可以查詢？如標準譯名錄 煩請回覆，謝謝！","2011-01-14","臺灣沒有正式的官方譯名（或譯名標準）,主要靠約定俗成, 一般而言我們會參考: 1.標準譯名錄/中央通訊社編 1.中華民國外交部國家與地區 中華民國官方的國家譯名 2.國立編譯館-學術名詞資訊網 http://terms.nict.gov.tw/ 據國家圖書館譯名權威記錄處理原則（民國90年1月12日修訂）, 譯名選擇優先序： 第一：權威記錄所用譯名 第二：在編文獻使用譯名 第三：權威記錄中相同姓氏所用譯名 第四：標準譯名錄/中央通訊社編 請卓參"
"727","0000-00-00 00:00:00","23637","《中國機讀編目格式》欄位681 $a548.39 $b7726，其中$b“7726”指的是書號嗎？請惠予解答，謝謝！","2011-01-17","1 首先，我們非常感佩您以及全國默默奉獻的志工媽媽們，是您們把愛心與悅讀的快樂，帶給一群群親近書本又喜歡看書的小朋友，讓他們有個愉悅又充實的童年。 2 臺端的理解，確實是正確無誤的。《中國機讀編目格式》欄位681 $b7726，指的確實是書號。書號又稱書次號或同類書區分號，它可說是同類藏書進一步細分的號碼，是圖書排列先後的依據。 3 在排架和出納管理上，分類號和書號組成索書號，它是藏書排架和出納的依據。較複雜的索書號，除了分類號和書號外，進一步還包括輔助區分號（例如著者區分號、作品號、年代號等）和特藏符號。索書號使圖書館裡的每一本藏書，都有它自己的號碼和位置，這樣就方便圖書的出納和流通作業。"
